,Condition,Drug,DrugClass,Filename,Plate,Well
1769,Dmso0.0,Dmso,Inactive,Week4_27542/Inactive/Dmso/FL_Week4_27542_D02_0.png,Week4_27542,D02
1770,Dmso0.0,Dmso,Inactive,Week4_27542/Inactive/Dmso/FL_Week4_27542_C02_0.png,Week4_27542,C02
1771,Dmso0.0,Dmso,Inactive,Week5_28961/Inactive/Dmso/FL_Week5_28961_E11_0.png,Week5_28961,E11
1772,Raloxifene0.015,Raloxifene,Inactive,Week5_28961/Inactive/Raloxifene/FL_Week5_28961_G08_0.png,Week5_28961,G08
1773,Azk0.1,Azk,Inactive,Week5_28961/Inactive/Azk/FL_Week5_28961_F07_0.png,Week5_28961,F07
1774,Raloxifene0.5,Raloxifene,Inactive,Week5_28961/Inactive/Raloxifene/FL_Week5_28961_G05_0.png,Week5_28961,G05
1775,Azk0.03,Azk,Inactive,Week5_28961/Inactive/Azk/FL_Week5_28961_F08_0.png,Week5_28961,F08
1776,Az7010.1,Az701,Inactive,Week5_28961/Inactive/Az701/FL_Week5_28961_E08_0.png,Week5_28961,E08
1777,Azk1.0,Azk,Inactive,Week5_28961/Inactive/Azk/FL_Week5_28961_F05_0.png,Week5_28961,F05
1778,Taxol0.3,Taxol,MT,Week5_28961/MT/Taxol/FL_Week5_28961_D11_0.png,Week5_28961,D11
1779,Azj0.3,Azj,Inactive,Week5_28961/Inactive/Azj/FL_Week5_28961_B06_0.png,Week5_28961,B06
1780,Sb2021902.0,Sb202190,Inactive,Week5_28961/Inactive/Sb202190/FL_Week5_28961_D05_0.png,Week5_28961,D05
1781,Raloxifene5.0,Raloxifene,Inactive,Week5_28961/Inactive/Raloxifene/FL_Week5_28961_G03_0.png,Week5_28961,G03
1782,Az7010.3,Az701,Inactive,Week5_28961/Inactive/Az701/FL_Week5_28961_E07_0.png,Week5_28961,E07
1783,Ly2940020.02,Ly294002,Inactive,Week5_28961/Inactive/Ly294002/FL_Week5_28961_C07_0.png,Week5_28961,C07
1784,Ly2940020.2,Ly294002,Inactive,Week5_28961/Inactive/Ly294002/FL_Week5_28961_C05_0.png,Week5_28961,C05
1785,Sb2021900.2,Sb202190,Inactive,Week5_28961/Inactive/Sb202190/FL_Week5_28961_D07_0.png,Week5_28961,D07
1786,Az70110.0,Az701,Inactive,Week5_28961/Inactive/Az701/FL_Week5_28961_E04_0.png,Week5_28961,E04
1787,Raloxifene0.15,Raloxifene,Inactive,Week5_28961/Inactive/Raloxifene/FL_Week5_28961_G06_0.png,Week5_28961,G06
1788,Az7010.01,Az701,Inactive,Week5_28961/Inactive/Az701/FL_Week5_28961_E10_0.png,Week5_28961,E10
1789,Ly2940022.0,Ly294002,Inactive,Week5_28961/Inactive/Ly294002/FL_Week5_28961_C03_0.png,Week5_28961,C03
1790,Sb20219020.0,Sb202190,Inactive,Week5_28961/Inactive/Sb202190/FL_Week5_28961_D03_0.png,Week5_28961,D03
1791,Sb2021900.02,Sb202190,Inactive,Week5_28961/Inactive/Sb202190/FL_Week5_28961_D09_0.png,Week5_28961,D09
1792,Azk3.0,Azk,Inactive,Week5_28961/Inactive/Azk/FL_Week5_28961_F04_0.png,Week5_28961,F04
1793,Sb2021906.0,Sb202190,Inactive,Week5_28961/Inactive/Sb202190/FL_Week5_28961_D04_0.png,Week5_28961,D04
1794,Azj3.0,Azj,Inactive,Week5_28961/Inactive/Azj/FL_Week5_28961_B04_0.png,Week5_28961,B04
1795,Sb2021900.006,Sb202190,Inactive,Week5_28961/Inactive/Sb202190/FL_Week5_28961_D10_0.png,Week5_28961,D10
1796,Azk0.01,Azk,Inactive,Week5_28961/Inactive/Azk/FL_Week5_28961_F09_0.png,Week5_28961,F09
1797,Dmso0.0,Dmso,Inactive,Week5_28961/Inactive/Dmso/FL_Week5_28961_F11_0.png,Week5_28961,F11
1798,Dmso0.0,Dmso,Inactive,Week5_28961/Inactive/Dmso/FL_Week5_28961_G11_0.png,Week5_28961,G11
1799,Sb2021900.06,Sb202190,Inactive,Week5_28961/Inactive/Sb202190/FL_Week5_28961_D08_0.png,Week5_28961,D08
1800,Az70130.0,Az701,Inactive,Week5_28961/Inactive/Az701/FL_Week5_28961_E03_0.png,Week5_28961,E03
1801,Azj1.0,Azj,Inactive,Week5_28961/Inactive/Azj/FL_Week5_28961_B05_0.png,Week5_28961,B05
1802,Ly2940020.006,Ly294002,Inactive,Week5_28961/Inactive/Ly294002/FL_Week5_28961_C08_0.png,Week5_28961,C08
1803,Ly2940020.6,Ly294002,Inactive,Week5_28961/Inactive/Ly294002/FL_Week5_28961_C04_0.png,Week5_28961,C04
1804,Raloxifene0.005,Raloxifene,Inactive,Week5_28961/Inactive/Raloxifene/FL_Week5_28961_G09_0.png,Week5_28961,G09
1805,Taxol0.3,Taxol,MT,Week5_28961/MT/Taxol/FL_Week5_28961_B11_0.png,Week5_28961,B11
1806,Ly2940020.0006,Ly294002,Inactive,Week5_28961/Inactive/Ly294002/FL_Week5_28961_C10_0.png,Week5_28961,C10
1807,Raloxifene0.05,Raloxifene,Inactive,Week5_28961/Inactive/Raloxifene/FL_Week5_28961_G07_0.png,Week5_28961,G07
1808,Dmso0.0,Dmso,Inactive,Week5_28961/Inactive/Dmso/FL_Week5_28961_B02_0.png,Week5_28961,B02
1809,Az7011.0,Az701,Inactive,Week5_28961/Inactive/Az701/FL_Week5_28961_E06_0.png,Week5_28961,E06
1810,Azk0.3,Azk,Inactive,Week5_28961/Inactive/Azk/FL_Week5_28961_F06_0.png,Week5_28961,F06
1811,Azk0.003,Azk,Inactive,Week5_28961/Inactive/Azk/FL_Week5_28961_F10_0.png,Week5_28961,F10
1812,Raloxifene1.5,Raloxifene,Inactive,Week5_28961/Inactive/Raloxifene/FL_Week5_28961_G04_0.png,Week5_28961,G04
1813,Sb2021900.6,Sb202190,Inactive,Week5_28961/Inactive/Sb202190/FL_Week5_28961_D06_0.png,Week5_28961,D06
1814,Taxol0.3,Taxol,MT,Week5_28961/MT/Taxol/FL_Week5_28961_F02_0.png,Week5_28961,F02
1815,Ly2940020.002,Ly294002,Inactive,Week5_28961/Inactive/Ly294002/FL_Week5_28961_C09_0.png,Week5_28961,C09
1816,Ly2940020.06,Ly294002,Inactive,Week5_28961/Inactive/Ly294002/FL_Week5_28961_C06_0.png,Week5_28961,C06
1817,Taxol0.3,Taxol,MT,Week5_28961/MT/Taxol/FL_Week5_28961_G02_0.png,Week5_28961,G02
1818,Taxol0.3,Taxol,MT,Week5_28961/MT/Taxol/FL_Week5_28961_E02_0.png,Week5_28961,E02
1819,Raloxifene0.0015,Raloxifene,Inactive,Week5_28961/Inactive/Raloxifene/FL_Week5_28961_G10_0.png,Week5_28961,G10
1820,Az7013.0,Az701,Inactive,Week5_28961/Inactive/Az701/FL_Week5_28961_E05_0.png,Week5_28961,E05
1821,Azj10.0,Azj,Epithelial,Week5_28961/Epithelial/Azj/FL_Week5_28961_B03_0.png,Week5_28961,B03
1822,Az7010.03,Az701,Inactive,Week5_28961/Inactive/Az701/FL_Week5_28961_E09_0.png,Week5_28961,E09
1823,Taxol0.3,Taxol,MT,Week5_28961/MT/Taxol/FL_Week5_28961_C11_0.png,Week5_28961,C11
1824,Dmso0.0,Dmso,Inactive,Week5_28961/Inactive/Dmso/FL_Week5_28961_D02_0.png,Week5_28961,D02
1825,Dmso0.0,Dmso,Inactive,Week5_28961/Inactive/Dmso/FL_Week5_28961_C02_0.png,Week5_28961,C02
1826,Dmso0.0,Dmso,Inactive,Week9_39206/Inactive/Dmso/FL_Week9_39206_E11_0.png,Week9_39206,E11
1827,Ag14780.06,Ag1478,Inactive,Week9_39206/Inactive/Ag1478/FL_Week9_39206_G08_0.png,Week9_39206,G08
1828,Azo0.3,Azo,Inactive,Week9_39206/Inactive/Azo/FL_Week9_39206_F07_0.png,Week9_39206,F07
1829,Azo0.1,Azo,Inactive,Week9_39206/Inactive/Azo/FL_Week9_39206_F08_0.png,Week9_39206,F08
1830,Mevinolinlovastatin0.15,Mevinolinlovastatin,Inactive,Week9_39206/Inactive/Mevinolinlovastatin/FL_Week9_39206_E08_0.png,Week9_39206,E08
1831,Azo3.0,Azo,Inactive,Week9_39206/Inactive/Azo/FL_Week9_39206_F05_0.png,Week9_39206,F05
1832,Taxol0.3,Taxol,MT,Week9_39206/MT/Taxol/FL_Week9_39206_D11_0.png,Week9_39206,D11
1833,Cathepsininhibitori0.3,Cathepsininhibitori,Inactive,Week9_39206/Inactive/Cathepsininhibitori/FL_Week9_39206_B06_0.png,Week9_39206,B06
1834,H75.0,H7,Inactive,Week9_39206/Inactive/H7/FL_Week9_39206_D05_0.png,Week9_39206,D05
1835,Ag147820.0,Ag1478,Unknown,Week9_39206/Unknown/Ag1478/FL_Week9_39206_G03_0.png,Week9_39206,G03
1836,Mevinolinlovastatin0.5,Mevinolinlovastatin,Inactive,Week9_39206/Inactive/Mevinolinlovastatin/FL_Week9_39206_E07_0.png,Week9_39206,E07
1837,Az2350.3,Az235,Unknown,Week9_39206/Unknown/Az235/FL_Week9_39206_C07_0.png,Week9_39206,C07
1838,Az2353.0,Az235,Unknown,Week9_39206/Unknown/Az235/FL_Week9_39206_C05_0.png,Week9_39206,C05
1839,H70.5,H7,Inactive,Week9_39206/Inactive/H7/FL_Week9_39206_D07_0.png,Week9_39206,D07
1840,Cathepsininhibitori0.03,Cathepsininhibitori,Inactive,Week9_39206/Inactive/Cathepsininhibitori/FL_Week9_39206_B08_0.png,Week9_39206,B08
1841,Ag14780.6,Ag1478,Inactive,Week9_39206/Inactive/Ag1478/FL_Week9_39206_G06_0.png,Week9_39206,G06
1842,Mevinolinlovastatin0.015,Mevinolinlovastatin,Inactive,Week9_39206/Inactive/Mevinolinlovastatin/FL_Week9_39206_E10_0.png,Week9_39206,E10
1843,Cathepsininhibitori0.1,Cathepsininhibitori,Inactive,Week9_39206/Inactive/Cathepsininhibitori/FL_Week9_39206_B07_0.png,Week9_39206,B07
1844,Az23530.0,Az235,Unknown,Week9_39206/Unknown/Az235/FL_Week9_39206_C03_0.png,Week9_39206,C03
1845,H750.0,H7,Unknown,Week9_39206/Unknown/H7/FL_Week9_39206_D03_0.png,Week9_39206,D03
1846,Azo30.0,Azo,Inactive,Week9_39206/Inactive/Azo/FL_Week9_39206_F03_0.png,Week9_39206,F03
1847,H70.05,H7,Inactive,Week9_39206/Inactive/H7/FL_Week9_39206_D09_0.png,Week9_39206,D09
1848,Azo10.0,Azo,Inactive,Week9_39206/Inactive/Azo/FL_Week9_39206_F04_0.png,Week9_39206,F04
1849,H715.0,H7,Inactive,Week9_39206/Inactive/H7/FL_Week9_39206_D04_0.png,Week9_39206,D04
1850,Cathepsininhibitori3.0,Cathepsininhibitori,Inactive,Week9_39206/Inactive/Cathepsininhibitori/FL_Week9_39206_B04_0.png,Week9_39206,B04
1851,H70.015,H7,Inactive,Week9_39206/Inactive/H7/FL_Week9_39206_D10_0.png,Week9_39206,D10
1852,Azo0.03,Azo,Inactive,Week9_39206/Inactive/Azo/FL_Week9_39206_F09_0.png,Week9_39206,F09
1853,Dmso0.0,Dmso,Inactive,Week9_39206/Inactive/Dmso/FL_Week9_39206_F11_0.png,Week9_39206,F11
1854,Cathepsininhibitori0.01,Cathepsininhibitori,Inactive,Week9_39206/Inactive/Cathepsininhibitori/FL_Week9_39206_B09_0.png,Week9_39206,B09
1855,Dmso0.0,Dmso,Inactive,Week9_39206/Inactive/Dmso/FL_Week9_39206_G11_0.png,Week9_39206,G11
1856,H70.15,H7,Inactive,Week9_39206/Inactive/H7/FL_Week9_39206_D08_0.png,Week9_39206,D08
1857,Cathepsininhibitori1.0,Cathepsininhibitori,Inactive,Week9_39206/Inactive/Cathepsininhibitori/FL_Week9_39206_B05_0.png,Week9_39206,B05
1858,Az2350.1,Az235,Inactive,Week9_39206/Inactive/Az235/FL_Week9_39206_C08_0.png,Week9_39206,C08
1859,Ag14780.02,Ag1478,Inactive,Week9_39206/Inactive/Ag1478/FL_Week9_39206_G09_0.png,Week9_39206,G09
1860,Taxol0.3,Taxol,MT,Week9_39206/MT/Taxol/FL_Week9_39206_B11_0.png,Week9_39206,B11
1861,Az2350.01,Az235,Inactive,Week9_39206/Inactive/Az235/FL_Week9_39206_C10_0.png,Week9_39206,C10
1862,Ag14780.2,Ag1478,Inactive,Week9_39206/Inactive/Ag1478/FL_Week9_39206_G07_0.png,Week9_39206,G07
1863,Dmso0.0,Dmso,Inactive,Week9_39206/Inactive/Dmso/FL_Week9_39206_B02_0.png,Week9_39206,B02
1864,Mevinolinlovastatin1.5,Mevinolinlovastatin,Inactive,Week9_39206/Inactive/Mevinolinlovastatin/FL_Week9_39206_E06_0.png,Week9_39206,E06
1865,Azo1.0,Azo,Inactive,Week9_39206/Inactive/Azo/FL_Week9_39206_F06_0.png,Week9_39206,F06
1866,Azo0.01,Azo,Inactive,Week9_39206/Inactive/Azo/FL_Week9_39206_F10_0.png,Week9_39206,F10
1867,Ag14786.0,Ag1478,Inactive,Week9_39206/Inactive/Ag1478/FL_Week9_39206_G04_0.png,Week9_39206,G04
1868,H71.5,H7,Inactive,Week9_39206/Inactive/H7/FL_Week9_39206_D06_0.png,Week9_39206,D06
1869,Cathepsininhibitori0.003,Cathepsininhibitori,Inactive,Week9_39206/Inactive/Cathepsininhibitori/FL_Week9_39206_B10_0.png,Week9_39206,B10
1870,Taxol0.3,Taxol,MT,Week9_39206/MT/Taxol/FL_Week9_39206_F02_0.png,Week9_39206,F02
1871,Az2350.03,Az235,Inactive,Week9_39206/Inactive/Az235/FL_Week9_39206_C09_0.png,Week9_39206,C09
1872,Az2351.0,Az235,Unknown,Week9_39206/Unknown/Az235/FL_Week9_39206_C06_0.png,Week9_39206,C06
1873,Taxol0.3,Taxol,MT,Week9_39206/MT/Taxol/FL_Week9_39206_G02_0.png,Week9_39206,G02
1874,Taxol0.3,Taxol,MT,Week9_39206/MT/Taxol/FL_Week9_39206_E02_0.png,Week9_39206,E02
1875,Ag14780.006,Ag1478,Inactive,Week9_39206/Inactive/Ag1478/FL_Week9_39206_G10_0.png,Week9_39206,G10
1876,Mevinolinlovastatin5.0,Mevinolinlovastatin,Cholesterol,Week9_39206/Cholesterol/Mevinolinlovastatin/FL_Week9_39206_E05_0.png,Week9_39206,E05
1877,Cathepsininhibitori10.0,Cathepsininhibitori,Inactive,Week9_39206/Inactive/Cathepsininhibitori/FL_Week9_39206_B03_0.png,Week9_39206,B03
1878,Mevinolinlovastatin0.05,Mevinolinlovastatin,Inactive,Week9_39206/Inactive/Mevinolinlovastatin/FL_Week9_39206_E09_0.png,Week9_39206,E09
1879,Taxol0.3,Taxol,MT,Week9_39206/MT/Taxol/FL_Week9_39206_C11_0.png,Week9_39206,C11
1880,Dmso0.0,Dmso,Inactive,Week9_39206/Inactive/Dmso/FL_Week9_39206_D02_0.png,Week9_39206,D02
1881,Dmso0.0,Dmso,Inactive,Week9_39206/Inactive/Dmso/FL_Week9_39206_C02_0.png,Week9_39206,C02
1882,Dmso0.0,Dmso,Inactive,Week7_34681/Inactive/Dmso/FL_Week7_34681_E11_0.png,Week7_34681,E11
1883,Alsterpaullone0.1,Alsterpaullone,Inactive,Week7_34681/Inactive/Alsterpaullone/FL_Week7_34681_G08_0.png,Week7_34681,G08
1884,Pd1693160.3,Pd169316,Inactive,Week7_34681/Inactive/Pd169316/FL_Week7_34681_F07_0.png,Week7_34681,F07
1885,Alsterpaullone3.0,Alsterpaullone,Inactive,Week7_34681/Inactive/Alsterpaullone/FL_Week7_34681_G05_0.png,Week7_34681,G05
1886,Pd1693160.1,Pd169316,Inactive,Week7_34681/Inactive/Pd169316/FL_Week7_34681_F08_0.png,Week7_34681,F08
1887,Bryostatin0.03,Bryostatin,Inactive,Week7_34681/Inactive/Bryostatin/FL_Week7_34681_E08_0.png,Week7_34681,E08
1888,Pd1693163.0,Pd169316,Inactive,Week7_34681/Inactive/Pd169316/FL_Week7_34681_F05_0.png,Week7_34681,F05
1889,Taxol0.3,Taxol,MT,Week7_34681/MT/Taxol/FL_Week7_34681_D11_0.png,Week7_34681,D11
1890,Deoxymannojirimycin30.0,Deoxymannojirimycin,ER,Week7_34681/ER/Deoxymannojirimycin/FL_Week7_34681_B06_0.png,Week7_34681,B06
1891,Valproicacid50.0,Valproicacid,Unknown,Week7_34681/Unknown/Valproicacid/FL_Week7_34681_D05_0.png,Week7_34681,D05
1892,Alsterpaullone30.0,Alsterpaullone,Kinase,Week7_34681/Kinase/Alsterpaullone/FL_Week7_34681_G03_0.png,Week7_34681,G03
1893,Bryostatin0.1,Bryostatin,Inactive,Week7_34681/Inactive/Bryostatin/FL_Week7_34681_E07_0.png,Week7_34681,E07
1894,Chloramphenicol0.2,Chloramphenicol,Unknown,Week7_34681/Unknown/Chloramphenicol/FL_Week7_34681_C07_0.png,Week7_34681,C07
1895,Chloramphenicol2.0,Chloramphenicol,Unknown,Week7_34681/Unknown/Chloramphenicol/FL_Week7_34681_C05_0.png,Week7_34681,C05
1896,Valproicacid5.0,Valproicacid,Unknown,Week7_34681/Unknown/Valproicacid/FL_Week7_34681_D07_0.png,Week7_34681,D07
1897,Deoxymannojirimycin3.0,Deoxymannojirimycin,Inactive,Week7_34681/Inactive/Deoxymannojirimycin/FL_Week7_34681_B08_0.png,Week7_34681,B08
1898,Bryostatin3.0,Bryostatin,Kinase,Week7_34681/Kinase/Bryostatin/FL_Week7_34681_E04_0.png,Week7_34681,E04
1899,Alsterpaullone1.0,Alsterpaullone,Inactive,Week7_34681/Inactive/Alsterpaullone/FL_Week7_34681_G06_0.png,Week7_34681,G06
1900,Bryostatin0.003,Bryostatin,Inactive,Week7_34681/Inactive/Bryostatin/FL_Week7_34681_E10_0.png,Week7_34681,E10
1901,Deoxymannojirimycin10.0,Deoxymannojirimycin,ER,Week7_34681/ER/Deoxymannojirimycin/FL_Week7_34681_B07_0.png,Week7_34681,B07
1902,Valproicacid500.0,Valproicacid,Unknown,Week7_34681/Unknown/Valproicacid/FL_Week7_34681_D03_0.png,Week7_34681,D03
1903,Pd16931630.0,Pd169316,Inactive,Week7_34681/Inactive/Pd169316/FL_Week7_34681_F03_0.png,Week7_34681,F03
1904,Valproicacid0.5,Valproicacid,Unknown,Week7_34681/Unknown/Valproicacid/FL_Week7_34681_D09_0.png,Week7_34681,D09
1905,Pd16931610.0,Pd169316,Inactive,Week7_34681/Inactive/Pd169316/FL_Week7_34681_F04_0.png,Week7_34681,F04
1906,Valproicacid150.0,Valproicacid,Unknown,Week7_34681/Unknown/Valproicacid/FL_Week7_34681_D04_0.png,Week7_34681,D04
1907,Deoxymannojirimycin300.0,Deoxymannojirimycin,ER,Week7_34681/ER/Deoxymannojirimycin/FL_Week7_34681_B04_0.png,Week7_34681,B04
1908,Valproicacid0.15,Valproicacid,Unknown,Week7_34681/Unknown/Valproicacid/FL_Week7_34681_D10_0.png,Week7_34681,D10
1909,Pd1693160.03,Pd169316,Inactive,Week7_34681/Inactive/Pd169316/FL_Week7_34681_F09_0.png,Week7_34681,F09
1910,Dmso0.0,Dmso,Inactive,Week7_34681/Inactive/Dmso/FL_Week7_34681_F11_0.png,Week7_34681,F11
1911,Deoxymannojirimycin1.0,Deoxymannojirimycin,Inactive,Week7_34681/Inactive/Deoxymannojirimycin/FL_Week7_34681_B09_0.png,Week7_34681,B09
1912,Dmso0.0,Dmso,Inactive,Week7_34681/Inactive/Dmso/FL_Week7_34681_G11_0.png,Week7_34681,G11
1913,Valproicacid1.5,Valproicacid,Unknown,Week7_34681/Unknown/Valproicacid/FL_Week7_34681_D08_0.png,Week7_34681,D08
1914,Bryostatin10.0,Bryostatin,Kinase,Week7_34681/Kinase/Bryostatin/FL_Week7_34681_E03_0.png,Week7_34681,E03
1915,Deoxymannojirimycin100.0,Deoxymannojirimycin,ER,Week7_34681/ER/Deoxymannojirimycin/FL_Week7_34681_B05_0.png,Week7_34681,B05
1916,Chloramphenicol0.06,Chloramphenicol,Unknown,Week7_34681/Unknown/Chloramphenicol/FL_Week7_34681_C08_0.png,Week7_34681,C08
1917,Chloramphenicol6.0,Chloramphenicol,Unknown,Week7_34681/Unknown/Chloramphenicol/FL_Week7_34681_C04_0.png,Week7_34681,C04
1918,Alsterpaullone0.03,Alsterpaullone,Inactive,Week7_34681/Inactive/Alsterpaullone/FL_Week7_34681_G09_0.png,Week7_34681,G09
1919,Chloramphenicol0.006,Chloramphenicol,Inactive,Week7_34681/Inactive/Chloramphenicol/FL_Week7_34681_C10_0.png,Week7_34681,C10
1920,Alsterpaullone0.3,Alsterpaullone,Inactive,Week7_34681/Inactive/Alsterpaullone/FL_Week7_34681_G07_0.png,Week7_34681,G07
1921,Bryostatin0.3,Bryostatin,Inactive,Week7_34681/Inactive/Bryostatin/FL_Week7_34681_E06_0.png,Week7_34681,E06
1922,Pd1693161.0,Pd169316,Inactive,Week7_34681/Inactive/Pd169316/FL_Week7_34681_F06_0.png,Week7_34681,F06
1923,Pd1693160.01,Pd169316,Inactive,Week7_34681/Inactive/Pd169316/FL_Week7_34681_F10_0.png,Week7_34681,F10
1924,Alsterpaullone10.0,Alsterpaullone,Inactive,Week7_34681/Inactive/Alsterpaullone/FL_Week7_34681_G04_0.png,Week7_34681,G04
1925,Valproicacid15.0,Valproicacid,Unknown,Week7_34681/Unknown/Valproicacid/FL_Week7_34681_D06_0.png,Week7_34681,D06
1926,Taxol0.3,Taxol,MT,Week7_34681/MT/Taxol/FL_Week7_34681_F02_0.png,Week7_34681,F02
1927,Chloramphenicol0.02,Chloramphenicol,Unknown,Week7_34681/Unknown/Chloramphenicol/FL_Week7_34681_C09_0.png,Week7_34681,C09
1928,Chloramphenicol0.6,Chloramphenicol,Unknown,Week7_34681/Unknown/Chloramphenicol/FL_Week7_34681_C06_0.png,Week7_34681,C06
1929,Taxol0.3,Taxol,MT,Week7_34681/MT/Taxol/FL_Week7_34681_G02_0.png,Week7_34681,G02
1930,Taxol0.3,Taxol,MT,Week7_34681/MT/Taxol/FL_Week7_34681_E02_0.png,Week7_34681,E02
1931,Alsterpaullone0.01,Alsterpaullone,Inactive,Week7_34681/Inactive/Alsterpaullone/FL_Week7_34681_G10_0.png,Week7_34681,G10
1932,Bryostatin1.0,Bryostatin,Kinase,Week7_34681/Kinase/Bryostatin/FL_Week7_34681_E05_0.png,Week7_34681,E05
1933,Deoxymannojirimycin1000.0,Deoxymannojirimycin,ER,Week7_34681/ER/Deoxymannojirimycin/FL_Week7_34681_B03_0.png,Week7_34681,B03
1934,Bryostatin0.01,Bryostatin,Inactive,Week7_34681/Inactive/Bryostatin/FL_Week7_34681_E09_0.png,Week7_34681,E09
1935,Dmso0.0,Dmso,Inactive,Week7_34681/Inactive/Dmso/FL_Week7_34681_D02_0.png,Week7_34681,D02
1936,Dmso0.0,Dmso,Inactive,Week7_34681/Inactive/Dmso/FL_Week7_34681_C02_0.png,Week7_34681,C02
1937,Dmso0.0,Dmso,Inactive,Week7_34341/Inactive/Dmso/FL_Week7_34341_E11_0.png,Week7_34341,E11
1938,Arabinofuranosylcytosine0.1,Arabinofuranosylcytosine,Unknown,Week7_34341/Unknown/Arabinofuranosylcytosine/FL_Week7_34341_G08_0.png,Week7_34341,G08
1939,Forskolin0.3,Forskolin,Kinase,Week7_34341/Kinase/Forskolin/FL_Week7_34341_F07_0.png,Week7_34341,F07
1940,Arabinofuranosylcytosine3.0,Arabinofuranosylcytosine,Unknown,Week7_34341/Unknown/Arabinofuranosylcytosine/FL_Week7_34341_G05_0.png,Week7_34341,G05
1941,Forskolin0.1,Forskolin,Kinase,Week7_34341/Kinase/Forskolin/FL_Week7_34341_F08_0.png,Week7_34341,F08
1942,Puromycin0.3,Puromycin,Proteinsynthesis,Week7_34341/Proteinsynthesis/Puromycin/FL_Week7_34341_E08_0.png,Week7_34341,E08
1943,Forskolin3.0,Forskolin,Kinase,Week7_34341/Kinase/Forskolin/FL_Week7_34341_F05_0.png,Week7_34341,F05
1944,Taxol0.3,Taxol,MT,Week7_34341/MT/Taxol/FL_Week7_34341_D11_0.png,Week7_34341,D11
1945,Azn0.3,Azn,Unknown,Week7_34341/Unknown/Azn/FL_Week7_34341_B06_0.png,Week7_34341,B06
1946,Proteasomeinhibitori1.0,Proteasomeinhibitori,Proteasome,Week7_34341/Proteasome/Proteasomeinhibitori/FL_Week7_34341_D05_0.png,Week7_34341,D05
1947,Arabinofuranosylcytosine30.0,Arabinofuranosylcytosine,Unknown,Week7_34341/Unknown/Arabinofuranosylcytosine/FL_Week7_34341_G03_0.png,Week7_34341,G03
1948,Puromycin1.0,Puromycin,Proteinsynthesis,Week7_34341/Proteinsynthesis/Puromycin/FL_Week7_34341_E07_0.png,Week7_34341,E07
1949,Docetaxel0.01,Docetaxel,MT,Week7_34341/MT/Docetaxel/FL_Week7_34341_C07_0.png,Week7_34341,C07
1950,Docetaxel0.1,Docetaxel,MT,Week7_34341/MT/Docetaxel/FL_Week7_34341_C05_0.png,Week7_34341,C05
1951,Proteasomeinhibitori0.1,Proteasomeinhibitori,Proteasome,Week7_34341/Proteasome/Proteasomeinhibitori/FL_Week7_34341_D07_0.png,Week7_34341,D07
1952,Azn0.03,Azn,Unknown,Week7_34341/Unknown/Azn/FL_Week7_34341_B08_0.png,Week7_34341,B08
1953,Puromycin30.0,Puromycin,Proteinsynthesis,Week7_34341/Proteinsynthesis/Puromycin/FL_Week7_34341_E04_0.png,Week7_34341,E04
1954,Arabinofuranosylcytosine1.0,Arabinofuranosylcytosine,Unknown,Week7_34341/Unknown/Arabinofuranosylcytosine/FL_Week7_34341_G06_0.png,Week7_34341,G06
1955,Puromycin0.03,Puromycin,Proteinsynthesis,Week7_34341/Proteinsynthesis/Puromycin/FL_Week7_34341_E10_0.png,Week7_34341,E10
1956,Azn0.1,Azn,Unknown,Week7_34341/Unknown/Azn/FL_Week7_34341_B07_0.png,Week7_34341,B07
1957,Docetaxel1.0,Docetaxel,MT,Week7_34341/MT/Docetaxel/FL_Week7_34341_C03_0.png,Week7_34341,C03
1958,Proteasomeinhibitori10.0,Proteasomeinhibitori,Proteasome,Week7_34341/Proteasome/Proteasomeinhibitori/FL_Week7_34341_D03_0.png,Week7_34341,D03
1959,Forskolin30.0,Forskolin,Kinase,Week7_34341/Kinase/Forskolin/FL_Week7_34341_F03_0.png,Week7_34341,F03
1960,Proteasomeinhibitori0.01,Proteasomeinhibitori,Proteasome,Week7_34341/Proteasome/Proteasomeinhibitori/FL_Week7_34341_D09_0.png,Week7_34341,D09
1961,Forskolin10.0,Forskolin,Kinase,Week7_34341/Kinase/Forskolin/FL_Week7_34341_F04_0.png,Week7_34341,F04
1962,Proteasomeinhibitori3.0,Proteasomeinhibitori,Proteasome,Week7_34341/Proteasome/Proteasomeinhibitori/FL_Week7_34341_D04_0.png,Week7_34341,D04
1963,Azn3.0,Azn,Unknown,Week7_34341/Unknown/Azn/FL_Week7_34341_B04_0.png,Week7_34341,B04
1964,Proteasomeinhibitori0.003,Proteasomeinhibitori,Proteasome,Week7_34341/Proteasome/Proteasomeinhibitori/FL_Week7_34341_D10_0.png,Week7_34341,D10
1965,Dmso0.0,Dmso,Inactive,Week7_34341/Inactive/Dmso/FL_Week7_34341_F11_0.png,Week7_34341,F11
1966,Azn0.01,Azn,Unknown,Week7_34341/Unknown/Azn/FL_Week7_34341_B09_0.png,Week7_34341,B09
1967,Dmso0.0,Dmso,Inactive,Week7_34341/Inactive/Dmso/FL_Week7_34341_G11_0.png,Week7_34341,G11
1968,Proteasomeinhibitori0.03,Proteasomeinhibitori,Proteasome,Week7_34341/Proteasome/Proteasomeinhibitori/FL_Week7_34341_D08_0.png,Week7_34341,D08
